Speaker,Talk
凤姐,你也说起这个话来了，可不是鸳鸯说的话应验了么。
贾琏,什么鸳鸯的话？
贾琏,他们的话算什么．才刚二老爷叫我去，说老太太的事固要认真办理，但是知道的呢，说是老太太自己结果自己，不知道的只说咱们都隐匿起来了，如今很宽裕．老太太的这种银子用不了谁还要么，仍旧该用在老太太身上．老太太是在南边的坟地虽有，阴宅却没有．老太太的柩是要归到南边去的，留这银子在祖坟上盖起些房屋来，再余下的置买几顷祭田．咱们回去也好，就是不回去，也叫这些贫穷族中住着，也好按时按节早晚上香，时常祭扫祭扫．你想这些话可不是正经主意？据你这个话，难道都花了罢？
凤姐,银子发出来了没有？
贾琏,谁见过银子！我听见咱们太太听见了二老爷的话，极力的窜掇二太太和二老爷，说这是好主意．叫我怎么着！现在外头棚杠上要支几百银子，这会子还没有发出来．我要去，他们都说有，先叫外头办了回来再算．你想这些奴才们有钱的早溜了，按着册子叫去，有的说告病，有的说下庄子去了．走不动的有几个，只有赚钱的能耐，还有赔钱的本事么！
凤姐,这还办什么！
丫头,大太太的话问二奶奶，今儿第三天了，里头还很乱，供了饭还叫亲戚们等着吗？叫了半天，来了菜，短了饭，这是什么办事的道理！
凤姐,什么时候，还不供饭！
众人,传饭是容易的，只要将里头的东西发出来，我们才好照管去。
凤姐,糊涂东西，派定了你们少不得有的。
鸳鸯,你还问我呢，那一年二爷当了赎了来了么！
凤姐,不用银的金的，只要这一分平常使的。
鸳鸯,大太太珍大奶奶屋里使的是那里来的！
鸳鸯,他头里作事何等爽利周到，如今怎么掣肘的这个样儿．我看这两三天连一点头脑都没有，不是老太太白疼了他了吗！
鸳鸯,咱们家虽说不济，外头的体面是要的．这两三日人来人往，我瞧着那些人都照应不到，想是你没有吩咐．还得你替我们操点心儿才好。
邢夫人,论理该是我们做媳妇的操心，本不是孙子媳妇的事．但是我们动不得身，所以托你的，你是打不得撒手的。
王夫人,这里有我们的，你快快儿的去料理明儿的事罢。
凤姐,大娘婶子们可怜我罢！我上头捱了好些说，为的是你们不齐截，叫人笑话．明儿你们豁出些辛苦来罢。
那些人,奶奶办事不是今儿个一遭儿了，我们敢违拗吗．只是这回的事上头过于累赘．只说打发这顿饭罢，有的在这里吃，有的要在家里吃，请了那位太太，又是那位奶奶不来．诸如此类，那得齐全．还求奶奶劝劝那些姑娘们不要挑饬就好了。
凤姐,头一层是老太太的丫头们是难缠的，太太们的也难说话，叫我说谁去呢。
众人,从前奶奶在东府里还是署事，要打要骂，怎么这样锋利，谁敢不依．如今这些姑娘们都压不住了？
凤姐,东府里的事虽说托办的，太太虽在那里，不好意思说什么．如今是自己的事情，又是公中的，人人说得话．再者外头的银钱也叫不灵，即如棚里要一件东西，传了出来总不见拿进来．这叫我什么法儿呢。
众人,二爷在外头倒怕不应付么？
凤姐,还提那个，他也是那里为难．第一件银钱不在他手里，要一件得回一件，那里凑手。
众人,老太太这项银子不在二爷手里吗？
凤姐,你们回来问管事的便知道了。
众人,怨不得我们听见外头男人抱怨说：`这么件大事，咱们一点摸不着，净当苦差！-叫人怎么能齐心呢？
凤姐,如今不用说了，眼面前的事大家留些神罢．倘或闹的上头有了什么说的，我和你们不依的。
众人,奶奶要怎么样他们敢抱怨吗，只是上头一人一个主意，我们实在难周到的。
凤姐,好大娘们！明儿且帮我一天，等我把姑娘们闹明白了再说罢咧。
李纨,俗话说的，`牡丹虽好，全仗绿叶扶持-，太太们不亏了凤丫头，那些人还帮着吗！若是三姑娘在家还好，如今只有他几个自己的人瞎张罗，面前背后的也抱怨说是一个钱摸不着，脸面也不能剩一点儿．老爷是一味的尽孝，庶务上头不大明白，这样的一件大事，不撒散几个钱就办的开了吗！可怜凤丫头闹了几年，不想在老太太的事上，只怕保不住脸了．
那些,大奶奶说得很是．我们也不敢那么着，只听见鸳鸯姐姐们的口话儿好象怪琏二***似的．
李纨,就是鸳鸯我也告诉过他，我说琏二奶奶并不是在老太太的事上不用心，只是银子钱都不在他手里，叫他巧媳妇还作的上没米的粥来吗？如今鸳鸯也知道了，所以他不怪他了．只是鸳鸯的样子竟是不象从前了，这也奇怪，那时候有老太太疼他倒没有作过什么威福，如今老太太死了，没有了仗腰子的了，我看他倒有些气质不大好了．我先前替他愁，这会子幸喜大老爷不在家才躲过去了，不然他有什么法儿。
贾兰,妈妈睡罢，一天到晚人来客去的也乏了，歇歇罢．我这几天总没有摸摸书本儿，今儿爷爷叫我家里睡，我喜欢的很，要理个一两本书才好．别等脱了孝再都忘了．李纨道：妈要睡，我也就睡在被窝里头想想也罢了。
众人,好哥儿，怎么这点年纪得了空儿就想到书上！不象宝二爷娶了亲的人还是那么孩子气，这几日跟着老爷跪着，瞧他很不受用，巴不得老爷一动身就跑过来找二奶奶，不知唧唧咕咕的说些什么，甚至弄的二奶奶都不理他了．他又去找琴姑娘，琴姑娘也远避他．邢姑娘也不很同他说话．倒是咱们本家的什么喜姑娘咧四姑娘咧，哥哥长哥哥短的和他亲蜜．我们看那宝二爷除了和奶奶姑粮们混混，只怕他心里也没有别的事，白过费了老太太的心，疼了他这么大，那里及兰哥儿一零儿呢．大奶奶，你将来是不愁的了．
李纨,就好也还小，只怕到他大了，咱们家还不知怎么样了呢！环哥儿你们瞧着怎么样？
众人,这一个更不象样儿了！两个眼睛倒象个活猴儿似的，东溜溜，西看看，虽在那里嚎丧，见了奶奶姑娘们来了，他在孝幔子里头净偷着眼儿瞧人呢。
李纨,他的年纪其实也不小了．前日听见说还要给他说亲呢，如今又得等着了．嗳，还有一件事，——咱们家这些人，我看来也是说不清的，且不必说闲话，——后日送殡各房的车辆是怎么样了？
众人,琏二奶奶这几天闹的象失魂落魄的样儿了，也没见传出去．昨儿听见我的男人说，琏二爷派了蔷二爷料理，说是咱们家的车也不够，赶车的也少，要到亲戚家去借去呢。
李纨,车也都是借得的么？
众人,奶奶说笑话儿了，车怎么借不得？只是那一日所有的亲戚都用车，只怕难借，想来还得雇呢。
李纨,底下人的只得雇，上头白车也有雇的么？
众人,现在大太太东府里的大奶奶小蓉奶奶都没有车了，不雇那里来的呢？
李纨,先前见有咱们家儿的太太奶奶们坐了雇的车来咱们都笑话，如今轮到自己头上了．你明儿去告诉你的男人，我们的车马早早儿的预备好了，省得挤。
个,二奶奶在这里呢，怪不得大太太说，里头人多照应不过来，二奶奶是躲着受用去了。
秋桐,叫他歇着去罢。
鸳鸯,上人里头派了芸儿在家照应，不必送殡，下人里头派了林之孝的一家子照应拆棚等事．但不知里头派谁看家？
贾政,听见你母亲说是你媳妇病了不能去，就叫他在家的．你珍大嫂子又说你媳妇病得利害，还叫四丫头陪着，带领了几个丫头婆子照看上屋里才好．
贾琏,珍大嫂子与四丫头两个不合，所以撺掇着不叫他去，若是上头就是他照应，也是不中用的．我们那一个又病着，也难照应。
贾,老爷且歇歇儿，等进去商量定了再回。
鸳,这一个是谁？和我的心事一样，倒比我走在头里了。
便,你是谁？咱们两个人是一样的心，要死一块儿死。
鸳鸯,哦，是了，这是东府里的小蓉大奶奶啊！他早死了的了，怎么到这里来？必是来叫我来了．他怎么又上吊呢？
鸳鸯,蓉大奶奶，你等等我。
个人,我并不是什么蓉大奶奶，乃警幻之妹可卿是也。
鸳鸯,你明明是蓉大奶奶，怎么说不是呢？
人,这也有个缘故，待我告诉你，你自然明白了．我在警幻宫中原是个钟情的首坐，管的是风情月债，降临尘世，自当为第一情人，引这些痴情怨女早早归入情司，所以该当悬粱自尽的．因我看破凡情，超出情海，归入情天，所以太虚幻境痴情一司竟自无人掌管．今警幻仙子已经将你补入，替我掌管此司，所以命我来引你前去的。
鸳鸯的,我是个最无情的，怎么算我是个有情的人呢？
人,你还不知道呢．世人都把那淫欲之事当作`情-字，所以作出伤风败化的事来，还自谓风月多情，无关紧要．不知`情-之一字，喜怒哀乐未发之时便是个性，喜怒哀乐已发便是情了．至于你我这个情，正是未发之情，就如那花的含苞一样，欲待发泄出来，这情就不为真情了。
琥珀,这蹄子跑到那里去了？
劈,你见鸳鸯姐姐来着没有？
珍珠,我也找他，太太们等他说话呢．必在套间里睡着了罢。
琥珀,我瞧了，屋里没有．那灯也没人夹蜡花儿，漆黑怪怕的，我没进去．如今咱们一块儿进去瞧，看有没有。
珍珠,谁把脚凳撂在这里，几乎绊我一跤。
邢夫人,我不料鸳鸯倒有这样志气，快叫人去告诉老爷。
袭人,你要哭就哭，别憋着气。
袭人,不好了，又要疯了。
宝钗,不妨事，他有他的意思。
贾政,好孩子，不枉老太太疼他一场！
嫂子,真真的我们姑娘是个有志气的，有造化的，又得了好名声，又得了好发送．
婆子,罢呀嫂子，这会子你把一个活姑娘卖了一百银子便这么喜欢了，那时候儿给了大老爷，你还不知得多少银钱呢，你该更得意了。
贾政,他是殉葬的人，不可作丫头论．你们小一辈都该行个礼。
邢夫人,有了一个爷们便罢了，不要折受他不得超生。
宝钗,我原不该给他行礼，但只老太太去世，咱们都有未了之事，不敢胡为，他肯替咱们尽孝，咱们也该托托他好好的替咱们伏侍老太太西去，也少尽一点子心哪。
平儿,老三，你怎么样？不下来捞本了么？
何三,倒想要捞一捞呢，就只没有钱么．
那些人,你到你们周大太爷那里去了几日，府里的钱你也不知弄了多少来，又来和我们装穷儿了。
何三,你们还说呢，他们的金银不知有几百万，只藏着不用．明儿留着不是火烧了就是贼偷了，他们才死心呢。
那些人,你又撒谎，他家抄了家，还有多少金银？
何三,你们还不知道呢，抄去的是撂不了的．如今老太太死还留了好些金银，他们一个也不使，都在老太太屋里搁着，等送了殡回来才分呢。
有一个人,我输了几个钱，也不翻本儿了，睡去了。
人,你这样一个伶俐人，这样穷，为你不服这口气。
何三,我命里穷，可有什么法儿呢。
人,你才说荣府的银子这么多，为什么不去拿些使唤使唤？
何三,我的哥哥，他家的金银虽多，你我去白要一二钱他们给咱们吗！
人,他不给咱们，咱们就不会拿吗！
何三,依你说怎么样拿呢？
人,我说你没有本事，若是我，早拿了来了。
何三,你有什么本事？
人,你若要发财，你就引个头儿．我有好些朋友都是通天的本事，不要说他们送殡去了，家里剩下几个女人，就让有多少男人也不怕．只怕你没这么大胆子罢咧。
何三,什么敢不敢！你打谅我怕那个干老子么，我是瞧着干妈的情儿上头才认他作干老子罢咧，他又算了人了！你刚才的话，就只怕弄不来倒招了饥荒．他们那个衙门不熟？别说拿不来，倘或拿了来也要闹出来的。
人,这么说你的运气来了．我的朋友还有海边上的呢，现今都在这里看个风头，等个门路．若到了手，你我在这里也无益，不如大家下海去受用不好么？你若撂不下你干妈，咱们索性把你干妈也带了去，大家伙儿乐一乐好不好？
何三,老大，你别是醉了罢，这些话混说的什么。
包勇,女师父那里去？
道婆,今日听得老太太的事完了，不见四姑娘送殡，想必是在家看家．想他寂寞，我们师父来瞧他一瞧。
包勇,主子都不在家，园门是我看的，请你们回去罢．要来呢，等主子们回来了再来。
婆子,你是那里来的个黑炭头，也要管起我们的走动来了。
包勇,我嫌你们这些人，我不叫你们来，你们有什么法儿！
婆子,这都是反了天的事了！连老太太在日还不能拦我们的来往走动呢，你是那里的这么个横强盗，这样没法没天的．我偏要打这里走！
婆子们,不知师父来，我们开门迟了．我们四姑娘在家里还正想师父呢，快请回来．看园子的小子是个新来的，他不知咱们的事，回来回了太太，打他一顿撵出去就完了。
妙玉,我到五更须得打坐一回，我自有人伏侍，你自去歇息。
老婆子们,了不得了！有了人了！
妙玉,不好了，必是这里有了贼了。
几个男人,了不得，外头有几个大汉站着。
一个人,上屋里的东西都丢了，并不见人．东边有人去了，咱们到西边去。
惜春的老婆子,这里有好些人上了房了。
上夜的,你瞧，这可不是吗。
人,不要跑了他们一个！你们都跟我来。
这些家人,有一个走了，有的在房上呢．
那些贼,这些毛贼！敢来和我斗斗！
伙贼,我们有一个伙计被他们打倒了，不知死活，咱们索性抢了他出来。
包勇,这里有贼没有？
平儿,这里也没开门，只听上屋叫喊说有贼呢．你到那里去罢。
老太太,你们都是死人么！贼人进来你们不知道的么！
那些,我们几个人轮更上夜，是管二三更的，我们都没有住脚前后走的．他们是四更五更，我们的下班儿．只听见他们喊起来，并不见一个人，赶着照看，不知什么时候把东西早已丢了．求爷们问管四五更的。
林之孝,你们个个要死，回来再说．咱们先到各处看去。
有几个,唬死我们了。
林之孝,这里没有丢东西？
的,这里没丢东西。
林之孝,了不得了！唬死了姑娘了，醒醒儿罢。
婆子,贼在这里打仗，把姑娘都唬坏了，亏得妙师父和彩屏才将姑娘救醒．东西是没失。
林之孝,贼人怎么打仗？
男人,幸亏包大爷上了房把贼打跑了去了，还听见打倒一个人呢．
包勇,在园门那里呢。
众上夜的,这不是贼，是强盗。
营官,并非明火执杖，怎算是盗。
上夜,我们赶贼，他在房上掷瓦，我们不能近前，幸亏我们家的姓包的上房打退．赶到园里，还有好几个贼竟与姓包的打仗，打不过姓包的才都跑了。
营官,可又来，若是强盗，倒打不过你们的人么．不用说了，你们快查清了东西，递了失单，我们报就是了。
众人,箱柜东西不少，如今一空，偷的时候不小，那些上夜的人管什么的！况且打死的贼是周瑞的干儿子，必是他们通同一气的。
凤姐,把那些上夜的女人都拴起来，交给营里审问。
林之孝,你们求也无益。老爷派我们看家，没事是造化。如今有了事，上下都耽不是，谁救得你？若说是周瑞的干儿子，连太太起，里里外外的都不干净。
凤姐,这都是命里所招，和他们说什么？带了他们去就是了。那丢的东西，你告诉营里去说：‘实在是老太太的东西，问老爷们才知道。等我们报了去，请了老爷们回来，自然开了失单送来。’文官衙门里我们也是这样报。
惜春,这些事，我从来没有听见过，为什么偏偏碰在咱们两个人身上！明儿老爷太太回来，叫我怎么见人？说把家里交给你们，如今闹到这个分儿，还想活着么？
凤姐,咱们愿意吗？现在有上夜的人在那里。
惜春,你还能说，况且你又病着；我是没有说的。这都是我大嫂子害了我了！他撺掇着太太派我看家的。如今我的脸搁在那里呢？
凤姐,姑娘，你快别这么想。若说没脸，大家一样的。你若是这个糊涂想头，我更搁不住了。
有人,我说那三姑六婆是再要不得的，我们甄府里从来是一概不许上门的。不想这府里倒不讲究这个。昨儿老太太的殡才出去，那个什么庵里的尼姑死要到咱们这里来。我吆喝着不准他进来，腰门上的老婆子们倒骂我，死央及着叫那姑子进来。那腰门子一会儿开着，一会儿关着，不知做什么。我不放心，没敢睡，听到四更，这里就嚷起来。我来叫门倒不开了。我听见声儿紧了，打开了门，见西边院子里有人站着，我便赶上打死了。我今儿才知道这是四姑***屋子，那个姑子就在里头。今儿天没亮溜出去了，可不是那姑子引进来的贼么？
平儿,这是谁这么没规矩？姑娘奶奶都在这里，敢在外头这么混嚷？
凤姐,那个人混说什么姑子？你们那里弄了个姑子住下了？
凤姐,是他么？他怎么肯这样？是再没有的话。但是叫这讨人嫌的东西嚷出来，老爷知道了也不好。
凤姐,先别走，且看着人把偷剩下的东西收起来，再派了人看着，咱们好走。
平儿,咱们不敢收，等衙门里来了，踏看了才好收呢。咱们只好看着。但只不知老爷那里有人去了没有？
凤姐,你叫老婆子问去。
贼,咱们走是走，我就只舍不得那个姑子，长的实在好看。不知是那个庵里的雏儿呢？
一个人,啊呀，我想起来了，必就是贾府园里的什么栊翠庵里的姑子。不是前年外头说他和他们家什么宝二爷有原故，后来不知怎么又害起相思病来了，请大夫吃药的？就是他。
一个人,咱们今日躲一天，叫咱们大哥拿钱置办些买卖行头。明儿亮钟时候，陆续出关。你们在关外二十里坡等我。
包勇,失单怎样开的？
贾芸,家里的人都不知道，还没有开单。
贾政,还好。咱们动过家的，若开出好的来，反耽罪名。快叫琏儿。
贾琏,不配抬举的东西！我将这样重任托你，押着人上夜巡更，你是死人么？亏你还有脸来告诉！
贾政,你骂他也无益了。
贾琏,这便怎么样？
贾政,也没法儿，只有报官缉贼。但只是一件，老太太遗下的东西，咱们都没动。你说要银子，我想老太太死得几天，谁忍得动他那一项银子？原打量完了事，算了账，还人家；再有的，在这里和南边置坟产的。所有东西也没见数儿。如今说文武衙门要失单，若将几件好的东西开上，恐有碍；若说金银若干，衣饰若干，又没有实在数目，谎开使不得。倒可笑你如今竟换了一个人了，为什么这样料理不开？你跪在这里是怎么样呢？
贾政,你那里去？
贾琏,侄儿赶回家去料理清楚。
贾政,你进去回了你母亲，叫了老太太的一两个丫头去，叫他们细细的想了，开单子。
邢王二夫人,快回去，问他们这些看家的，说明儿怎么见我们？
贾琏,衙门里瞧了没有？
林之孝,文武衙门都瞧了，来踪去迹也看了，尸也验了。
贾琏,又验什么尸？
贾琏,叫芸儿！
贾琏,你见老爷时，怎么没有回周瑞的干儿子做贼被包勇打死的话？
贾芸,上夜的人说象他的，恐怕不真，所以没有回。
贾琏,好糊涂东西！你若告诉了，我就带了周瑞来一认，可不就知道了？
林之孝,如今衙门里把尸首放在市口儿招认去了。
贾琏,这又是个糊涂东西！谁家的人做了贼，被人打死，要偿命么？
林之孝,这不用人家认，奴才就认得是他。
贾琏,是啊，我记得珍大爷那一年要打的可不是周瑞家的么？
林之孝,他和鲍二打架来着，爷还见过的呢。
林之孝,请二爷息怒。那些上夜的人，派了他们，敢偷懒吗？只是爷府上的规矩：三门里一个男人不敢进去的，就是奴才们，里头不叫也不敢进去。奴才在外同芸哥儿刻刻查点，见三门关的严严的，外头的门一层没有开，那贼是从后夹道子来的。
贾琏,里头上夜的女人呢？
贾琏,包勇呢？
林之孝,又往园里去了。
贾琏,去叫他。
小厮们,还亏你在这里。若没有你，只怕所有房屋里的东西都抢了去了呢。
外头,琥珀姐姐们回来了。
妙玉,我自玄墓到京，原想传个名的，为这里请来，不能又栖他处。昨儿好心去瞧四姑娘，反受了这蠹人的气，夜里又受了大惊。今日回来，那蒲团再坐不稳，只觉肉跳心惊。
披衣,这样早，他到那里去了？
软梯,不好了，昨晚是贼烧了闷香了！
那些婆子侍女们,昨夜煤气熏着了，今早都起不起来。这么早，叫我们做什么？
女尼,师父不知那里去了！
众人,在观音堂打坐呢。
女尼,你们还做梦呢，你来瞧瞧！
众人,我们妙师父昨晚不知去向，所以来找。求你老人家叫开腰门，问一问来了没来就是了。
包勇,你们师父引了贼来偷我们，已经偷到手了，他跟了贼去受用去了。
众人,阿弥陀佛，说这些话的，防着下割舌地狱。
包勇,胡说，你们再闹，我就要打了！
众人,求爷叫开门，我们瞧瞧；若没有，再不敢惊动你太爷了。
包勇,你不信，你去找，若没有，回来问你们！
惜春,迎春姐姐折磨死了，史姐姐守着病人，三姐姐远去：这都是命里所招，不能自由。独有妙玉如闲云野鹤，无拘无束。我若能学他，就造化不小了。但我是世家之女，怎么遂意？这回看家，大耽不是，还有何颜？又恐太太们不知我的心事。将来的后事更未晓如何！
彩屏,一事不了，又出一事，这可怎么好呢？
彩屏,是昨日一早去了没来。
惜春,那里去了？
惜春,怎么你们都没听见么？
婆子,怎么没听见？只是我们都是睁着眼，连一句话也说不出来。必是那贼烧了闷香。妙姑一人，想也被贼闷住，不能言语。况且贼人必多，拿刀执杖威逼着他，还敢声喊么？
包勇,里头快把这些混账道婆子赶出来罢！快关上腰门。
惜春,不必声张。就是妙玉被抢，也当作不知，且等老爷太太回来再说。
贾政,怎么开的？
贾琏,上头元妃赐的东西，已经注明；还有那人家不大有的东西，不便开上。等侄儿脱了孝，出去托人细细的缉访，少不得弄出来的。
贾琏,劝老爷早些回家才好呢，不然都是乱麻似的。
邢夫人,可不是？我们在这里也是惊心吊胆。
贾琏,这是我们不敢说的。还是太太的主意，二老爷是依的。
贾政,请太太们今日回家，过两三日再来。家人们已经派定了，里头请太太们派人罢。
赵姨娘,我是不回去的，跟着老太太回南去。
众人,老太太那用你跟呢？
赵姨娘,我跟了老太太一辈子，大老爷还不依，弄神弄鬼的算计我。我想仗着马道婆出出我的气，银子白花了好些，也没有弄死一个。如今我回去了，又不知谁来算计我。
彩云,鸳鸯姐姐，你死是自己愿意，与赵姨娘什么相干？放了他罢。
赵姨娘,我不是鸳鸯。我是阎王老爷差人拿我去的，要问我为什么和马道婆用魇魔法的案件。
婆子们,赵姨娘中了邪了，三爷看着呢。
贾政,没有的事。我们先走了。
姨,多派几个人在这里瞧着他，咱们先走。到了城里，打发大夫出来瞧罢。
李纨,我也在这里罢。
王夫人,可以不必。
贾环,我也在这里吗？
王夫人,糊涂东西！你姨妈的死活都不知，你还要走吗？
宝玉,好兄弟，你是走不得的。我进了城，打发人来瞧你。
贾政,去罢！明日问你！
尤氏,姑娘，你操心了，倒照应了好几天！
贾政,不必。
林之孝,衙门拿住了鲍二，身边搜出了失单上的东西，现在夹讯，要在他身上要这一伙贼呢。
贾政,家奴负恩，引贼偷窃家主，真是反了！
贾政,你还跪着做什么？
林之孝,奴才该死，求老爷开恩。
贾政,交给琏二爷算明了来回。
贾政,胡说！老太太的事，银两被贼偷去，难道就该罚奴才拿出来么？
贾政,你媳妇怎么样了？
贾琏,看来是不中用了。
贾政,我不料家运衰败，一至如此！况且环哥儿他妈尚在庙中病着，也不知是什么症候。你们知道不知道？
贾政,传出话去，叫人带了大夫瞧瞧去。
赵姨娘,打杀我了！红胡子的老爷，我再不敢了。
赵姨娘,请老爷看看脉，小的好回禀家主。
周姨娘,做偏房侧室的下场头不过如此！况他还有儿子的，我将来死起来还不知怎样呢！
凤姐,我如今也后悔我的心忒窄了，妹妹不念旧恶，还来瞧我。
平儿,奶奶说什么？
平儿,我神魂不定，想是说梦话．给我捶捶。
平儿,在那里呢？
小丫头子,他不敢就进来，还听***示下。
平儿,奶奶现在养神呢，
小丫头子,他们问过了，没有事．说知道老太太去世了，因没有报才来迟了。
凤姐,平儿这东西那里去了？
丰儿,不是奶奶叫去请刘姥姥去了么。
平儿,我们姑奶奶在那里？
刘姥姥,请姑奶奶安。
凤姐,姥姥你好？怎么这时候才来？你瞧你外孙女儿也长的这么大了。
刘姥姥,我的奶奶，怎么这几个月不见，就病到这个分儿．我糊涂的要死，怎么不早来请姑***安！
刘姥姥,我们屯乡里的人不会病的，若一病了就要求神许愿，从不知道吃药的．我想姑***病不要撞着什么了罢？
刘姥姥,姥姥你是有年纪的人，说的不错．你见过的赵姨娘也死了，你知道么？
刘姥姥,阿弥陀佛！好端端一个人怎么就死了？我记得他也有一个小哥儿，这便怎么样呢？
平儿,这怕什么，他还有老爷太太呢。
刘姥姥,姑娘，你那里知道，不好死了是亲生的，隔了肚皮子是不中用的。
凤姐,你见过了姥姥了没有？
巧姐儿,没有。
凤姐,你的名字还是他起的呢，就和干娘一样，你给他请个安。
刘姥姥,阿弥陀佛，不要折杀我了！巧姑娘，我一年多不来，你还认得我么？
巧姐儿,怎么不认得．那年在园里见的时候我还小，前年你来，我还合你要隔年的蝈蝈儿，你也没有给我，必是忘了。
刘姥姥,好姑娘，我是老糊涂了．若说蝈蝈儿，我们屯里多得很，只是不到我们那里去，若去了，要一车也容易。
凤姐,不然你带了他去罢。
刘姥姥,姑娘这样千金贵体，绫罗裹大了的，吃的是好东西，到了我们那里，我拿什么哄他顽，拿什么给他吃呢？这倒不是坑杀我了么。
他,那么着，我给姑娘做个媒罢．我们那里虽说是屯乡里，也有大财主人家，几千顷地，几百牲口，银子钱亦不少，只是不象这里有金的，有玉的．姑奶奶是瞧不起这种人家，我们庄家人瞧着这样大财主，也算是天上的人了。
凤姐,你说去，我愿意就给。
刘姥姥,这是顽话儿罢咧．放着姑奶奶这样，大官大府的人家只怕还不肯给，那里肯给庄家人．就是姑奶奶肯了，上头太太们也不给．
平儿,你提起太太来，你还没有过去呢．我出去叫人带了你去见见，也不枉来这一趟。
凤姐,忙什么，你坐下，我问你近来的日子还过的么？
刘姥姥,我们若不仗着姑奶奶
，,他的老子娘都要饿死了．如今虽说是庄家人苦，家里也挣了好几亩地，又打了一眼井，种些菜蔬瓜果，一年卖的钱也不少，尽够他们嚼吃的了．这两年姑奶奶还时常给些衣服布匹，在我们村里算过得的了．阿弥陀佛，前日他老子进城，听见姑奶奶这里动了家，我就几乎唬杀了．亏得又有人说不是这里，我才放心．后来又听见说这里老爷升了，我又喜欢，就要来道喜，为的是满地的庄家来不得．昨日又听说老太太没有了，我在地里打豆子，听见了这话，唬得连豆子都拿不起来了，就在地里狠狠的哭了一大场．我和女婿说，我也顾不得你们了，不管真话谎话，我是要进城瞧瞧去的．我女儿女婿也不是没良心的，听见了也哭了一回子，今儿天没亮就赶着我进城来了．我也不认得一个人，没有地方打听，一径来到后门，见是门神都糊了，我这一唬又不小．进了门找周嫂子，再找不着，撞见一个小姑娘，说周嫂子他得了不是了，撵了．我又等了好半天，遇见了熟人，才得进来．不打谅姑奶奶也是那么病。
平儿,你老人家说了半天，口干了，咱们喝碗茶去罢．
刘姥姥,茶倒不要．好姑娘，叫人带了我去请太太的安，哭哭老太太去罢。
平儿,你不用忙，今儿也赶不出城的了．方才我是怕你说话不防头招的我们奶奶哭，所以催你出来的．别思量。
刘姥姥,阿弥陀佛，姑娘是你多心，我知道．倒是***病怎么好呢？
平儿,你瞧去妨碍不妨碍？
刘姥姥,说是罪过，我瞧着不好。
贾琏,奶奶不吃药么？
平儿,不吃药．怎么样呢？
贾琏,我知道么！你拿柜子上的钥匙来罢。
贾琏,有鬼叫你吗！你搁着叫谁拿呢？
平儿,拿什么？
贾琏,咱们有什么吗？
平儿,有话明白说，人死了也愿意！
贾琏,还要说么！头里的事是你们闹的．如今老太太的还短了四五千银子，老爷叫我拿公中的地帐弄银子，你说有么？外头拉的帐不开发使得么？谁叫我应这个名儿！只好把老太太给我的东西折变去罢了．你不依么？
小红,平姐姐快走，奶奶不好呢。
贾琏,若是这样，是要我的命了。
丰儿,外头找二爷呢。
王夫人,刘姥姥你好？什么时候来的？
刘姥姥,请太太安．
彩云,老爷请太太呢。
凤姐,求你替我祷告，要用供献的银钱我有。
刘姥姥,姑奶奶，不用那个．我们村庄人家许了愿，好了，花上几百钱就是了，那用这些．就是我替姑奶奶求去，也是许愿．等姑奶奶好了，要花什么自己去花罢。
凤姐,姥姥，我的命交给你了．我的巧姐儿也是千灾百病的，也交给你了。
刘姥姥,这么着，我看天气尚早，还赶得出城去，我就去了．明儿姑奶奶好了，再请还愿去。
凤姐,你若肯替我用心，我能安稳睡一觉，我就感激你了．你外孙女儿叫他在这里住下罢。
刘姥姥,庄家孩子没有见过世面，没的在这里打嘴．我带他去的好。
凤姐,这就是多心了．既是咱们一家，这怕什么．虽说我们穷了，这一个人吃饭也不碍什么。
的人,这样一个人自称为`槛外人-，怎么遭此结局！
宝钗,我那管人家的闲事，只可叹咱们家的运气衰颓。
宝钗,可又来，老爷太太原为是要你成人，接续祖宗遗绪．你只是执迷不悟，如何是好。
宝玉,紫鹃到了这里，我从没合他说句知心的话儿，冷冷清清撂着他，我心里甚不过意．他呢，又比不得麝月秋纹，我可以安放得的．想起从前我病的时候，他在我这里伴了好些时，如今他的那一面小镜子还在我这里，他的情义却也不薄了．如今不知为什么，见我就是冷冷的．若说为我们这一个呢，他是和林妹妹最好的，我看他待紫鹃也不错．我有不在家的日子，紫鹃原与他有说有讲的，到我来了，紫鹃便走开了．想来自然是为林妹妹死了我便成了家的原故．嗳，紫鹃，紫鹃，你这样一个聪明女孩儿，难道连我这点子苦处都看不出来么！
宝玉,紫鹃姐姐还没有睡么？
紫鹃,是谁？
宝玉,是我。
紫鹃,是宝二爷么？
紫鹃,你来做什么？
宝玉,我有一句心里的话要和你说说，你开了门，我到你屋里坐坐．
紫鹃,二爷有什么话，天晚了，请回罢，明日再说罢．
宝玉,我也没有多余的话，只问你一句。
紫鹃,既是一句，就请说。
紫鹃,是走了，还是傻站着呢？有什么又不说，尽着在这里怄人．已经怄死了一个，难道还要怄死一个么！这是何苦来呢！
宝玉,紫鹃姐姐，你从来不是这样铁心石肠，怎么近来连一句好好儿的话都不和我说了？我固然是个浊物，不配你们理我，但只我有什么不是，只望姐姐说明了，那怕姐姐一辈子不理我，我死了倒作个明白鬼呀！
